onset	duration	trial_type
10.00	2.00	face03
13.00	2.00	face13
16.00	2.00	face01
19.00	2.00	face24
22.00	2.00	face08
25.00	2.00	face10
28.00	2.00	face20
31.00	2.00	face09
34.00	2.00	face03
37.00	2.00	face24
40.00	2.00	face24
43.00	2.00	face05
46.00	2.00	face05
49.00	2.00	face24
52.00	2.00	face03
55.00	2.00	face03
58.00	2.00	face06
61.00	2.00	face15
64.00	2.00	face14
67.00	2.00	face08
70.00	2.00	face01
73.00	2.00	face06
76.00	2.00	face21
79.00	2.00	face23
82.00	2.00	face04
85.00	2.00	face19
88.00	2.00	face12
91.00	2.00	face11
94.00	2.00	face01
97.00	2.00	face05
100.00	2.00	face08
103.00	2.00	face02
106.00	2.00	face02
109.00	2.00	face01
112.00	2.00	face03
115.00	2.00	face23
118.00	2.00	face17
121.00	2.00	face10
124.00	2.00	face09
127.00	2.00	face16
130.00	2.00	face02
133.00	2.00	face12
136.00	2.00	face10
139.00	2.00	face19
142.00	2.00	face21
145.00	2.00	face22
148.00	2.00	face13
151.00	2.00	face20
154.00	2.00	face11
157.00	2.00	face08
160.00	2.00	face05
163.00	2.00	face04
166.00	2.00	face12
169.00	2.00	face24
172.00	2.00	face02
175.00	2.00	face11
178.00	2.00	face22
181.00	2.00	face02
184.00	2.00	face22
187.00	2.00	face06
190.00	2.00	face06
193.00	2.00	face04
196.00	2.00	face10
199.00	2.00	face05
202.00	2.00	face15
205.00	2.00	face10
208.00	2.00	face15
211.00	2.00	face16
214.00	2.00	face13
217.00	2.00	face09
220.00	2.00	face05
223.00	2.00	face23
226.00	2.00	face14
229.00	2.00	face18
232.00	2.00	face17
235.00	2.00	face21
238.00	2.00	face02
241.00	2.00	face17
244.00	2.00	face06
247.00	2.00	face02
250.00	2.00	face16
253.00	2.00	face21
256.00	2.00	face09
259.00	2.00	face12
262.00	2.00	face18
265.00	2.00	face01
268.00	2.00	face23
271.00	2.00	face12
274.00	2.00	face21
277.00	2.00	face08
280.00	2.00	face12
283.00	2.00	face16
286.00	2.00	face20
289.00	2.00	face04
292.00	2.00	face04
295.00	2.00	face17
298.00	2.00	face14
301.00	2.00	face07
304.00	2.00	face20
307.00	2.00	face19
310.00	2.00	face17
313.00	2.00	face01
316.00	2.00	face13
319.00	2.00	face07
322.00	2.00	face16
325.00	2.00	face11
328.00	2.00	face23
331.00	2.00	face18
334.00	2.00	face24
337.00	2.00	face07
340.00	2.00	face23
343.00	2.00	face19
346.00	2.00	face22
349.00	2.00	face12
352.00	2.00	face13
355.00	2.00	face04
358.00	2.00	face15
361.00	2.00	face21
364.00	2.00	face07
367.00	2.00	face15
370.00	2.00	face20
373.00	2.00	face08
376.00	2.00	face20
379.00	2.00	face18
382.00	2.00	face18
385.00	2.00	face23
388.00	2.00	face09
391.00	2.00	face09
394.00	2.00	face06
397.00	2.00	face20
400.00	2.00	face03
403.00	2.00	face07
406.00	2.00	face18
409.00	2.00	face19
412.00	2.00	face13
415.00	2.00	face14
418.00	2.00	face15
421.00	2.00	face03
424.00	2.00	face05
427.00	2.00	face17
430.00	2.00	face19
433.00	2.00	face07
436.00	2.00	face07
439.00	2.00	face14
442.00	2.00	face14
445.00	2.00	face09
448.00	2.00	face13
451.00	2.00	face22
454.00	2.00	face16
457.00	2.00	face16
460.00	2.00	face18
463.00	2.00	face10
466.00	2.00	face22
469.00	2.00	face10
472.00	2.00	face11
475.00	2.00	face11
504.62	2.00	face03
507.62	2.00	face01
510.62	2.00	face13
513.62	2.00	face24
516.62	2.00	face08
519.62	2.00	face22
522.62	2.00	face24
525.62	2.00	face13
528.62	2.00	face23
531.62	2.00	face12
534.62	2.00	face19
537.62	2.00	face05
540.62	2.00	face10
543.62	2.00	face18
546.62	2.00	face19
549.62	2.00	face21
552.62	2.00	face18
555.62	2.00	face08
558.62	2.00	face20
561.62	2.00	face17
564.62	2.00	face05
567.62	2.00	face04
570.62	2.00	face14
573.62	2.00	face05
576.62	2.00	face20
579.62	2.00	face04
582.62	2.00	face10
585.62	2.00	face07
588.62	2.00	face03
591.62	2.00	face05
594.62	2.00	face19
597.62	2.00	face20
600.62	2.00	face07
603.62	2.00	face07
606.62	2.00	face12
609.62	2.00	face04
612.62	2.00	face24
615.62	2.00	face23
618.62	2.00	face01
621.62	2.00	face16
624.62	2.00	face06
627.62	2.00	face13
630.62	2.00	face13
633.62	2.00	face05
636.62	2.00	face06
639.62	2.00	face11
642.62	2.00	face06
645.62	2.00	face04
648.62	2.00	face16
651.62	2.00	face07
654.62	2.00	face23
657.62	2.00	face11
660.62	2.00	face08
663.62	2.00	face01
666.62	2.00	face18
669.62	2.00	face14
672.62	2.00	face21
675.62	2.00	face21
678.62	2.00	face16
681.62	2.00	face21
684.62	2.00	face17
687.62	2.00	face02
690.62	2.00	face14
693.62	2.00	face14
696.62	2.00	face16
699.62	2.00	face16
702.62	2.00	face15
705.62	2.00	face14
708.62	2.00	face23
711.62	2.00	face17
714.62	2.00	face17
717.62	2.00	face01
720.62	2.00	face22
723.62	2.00	face15
726.62	2.00	face22
729.62	2.00	face10
732.62	2.00	face05
735.62	2.00	face11
738.62	2.00	face23
741.62	2.00	face09
744.62	2.00	face11
747.62	2.00	face16
750.62	2.00	face08
753.62	2.00	face12
756.62	2.00	face24
759.62	2.00	face17
762.62	2.00	face09
765.62	2.00	face15
768.62	2.00	face06
771.62	2.00	face05
774.62	2.00	face24
777.62	2.00	face18
780.62	2.00	face10
783.62	2.00	face14
786.62	2.00	face06
789.62	2.00	face09
792.62	2.00	face02
795.62	2.00	face01
798.62	2.00	face08
801.62	2.00	face03
804.62	2.00	face03
807.62	2.00	face15
810.62	2.00	face23
813.62	2.00	face02
816.62	2.00	face20
819.62	2.00	face09
822.62	2.00	face20
825.62	2.00	face11
828.62	2.00	face19
831.62	2.00	face13
834.62	2.00	face19
837.62	2.00	face06
840.62	2.00	face03
843.62	2.00	face24
846.62	2.00	face12
849.62	2.00	face22
852.62	2.00	face04
855.62	2.00	face13
858.62	2.00	face21
861.62	2.00	face12
864.62	2.00	face09
867.62	2.00	face07
870.62	2.00	face04
873.62	2.00	face23
876.62	2.00	face22
879.62	2.00	face20
882.62	2.00	face20
885.62	2.00	face02
888.62	2.00	face10
891.62	2.00	face09
894.62	2.00	face10
897.62	2.00	face10
900.62	2.00	face13
903.62	2.00	face02
906.62	2.00	face12
909.62	2.00	face15
912.62	2.00	face08
915.62	2.00	face06
918.62	2.00	face18
921.62	2.00	face18
924.62	2.00	face12
927.62	2.00	face14
930.62	2.00	face19
933.62	2.00	face19
936.62	2.00	face02
939.62	2.00	face15
942.62	2.00	face16
945.62	2.00	face17
948.62	2.00	face15
951.62	2.00	face09
954.62	2.00	face21
957.62	2.00	face01
